NAME_2,STATE_NA_1,Land resource area,Pasture_grassland_mean_npp(gC/m2/yr),Grassland/Pasture NPP percetage of LRRs,HANPP_grazing(gC/m2/yr)Site_speific,Grassland/Pasture area_Acres,Grassland/Pasture area_m2,HANPP_grazing_Tonnes(Site specific),County_Area_m2,HANPP_grazing_gC/m2/yr(County),HANPP_grazing_Tonnes(County)
Newton,Texas,S. Atlantic and gulf slope,452.413241,9.48,42.88877525,30410,123065012.6,5278.107666,2433129984,2.169266624,
Bowie,Texas,S. Atlantic and gulf slope,454.660517,9.48,43.10181701,154309.9,624470561.9,26915.81589,2390560000,11.25920951,
Titus,Texas,S. Atlantic and gulf slope,424.062984,9.48,40.20117088,118440.5,479312121.8,19268.90852,1102400000,17.47905344,
Morris,Texas,S. Atlantic and gulf slope,423.393637,9.48,40.13771679,53745.2,217499300.1,8729.925308,670161024,13.02660852,
Cass,Texas,S. Atlantic and gulf slope,399.108987,9.48,37.83553197,100678.1,407430175.8,15415.33744,2487310080,6.197593764,
Camp,Texas,S. Atlantic and gulf slope,401.141555,9.48,38.02821941,44574.3,180385951.7,6859.75655,526361984,13.0323936,
Wood,Texas,S. Atlantic and gulf slope,442.325468,9.48,41.93245437,141584.2,572971435.6,24026.09858,1801769984,13.33472019,
Upshur,Texas,S. Atlantic and gulf slope,412.671113,9.48,39.12122151,110694,447963120.8,17524.86448,1534870016,11.41781669,
Henderson,Texas,S. Atlantic and gulf slope,444.786185,9.48,42.16573034,258709.5,1046961127,44145.88056,2456310016,17.97243844,
Gregg,Texas,S. Atlantic and gulf slope,404.91827,9.48,38.386252,27892.7,112877851.9,4332.957669,714230976,6.066605642,
Rusk,Texas,S. Atlantic and gulf slope,457.357563,9.48,43.35749697,167197.6,676625279.5,29336.77851,2430520064,12.07016512,
Panola,Texas,S. Atlantic and gulf slope,435.976667,9.48,41.33058803,114962.2,465235928.7,19228.47451,2127670016,9.037338667,
Anderson,Texas,S. Atlantic and gulf slope,471.458124,9.48,44.69423016,210018.4,849915062.2,37986.2994,2792039936,13.60521349,
Cherokee,Texas,S. Atlantic and gulf slope,472.258765,9.48,44.77013092,179385.5,725948004.5,32500.78721,2750919936,11.81451586,
Nacogdoches,Texas,S. Atlantic and gulf slope,472.572342,9.48,44.79985802,130111.8,526544238.9,23589.10715,2541390080,9.281970262,
Shelby,Texas,S. Atlantic and gulf slope,463.275094,9.48,43.91847891,35280.3,142774434.9,6270.436006,2161890048,2.900441682,
Houston,Texas,S. Atlantic and gulf slope,491.461633,9.48,46.59056281,301254.9,1219136405,56800.25123,3202490112,17.73627685,
Angelina,Texas,S. Atlantic and gulf slope,422.790787,9.48,40.08056661,78355.4,317093334,12709.2805,2239450112,5.675179111,
San Ausgustine,Texas,S. Atlantic and gulf slope,461.120712,9.48,43.7142435,32321.1,130798966.7,5717.777882,1534019968,3.727316463,
Sabine,Texas,S. Atlantic and gulf slope,465.06719,9.48,44.08836961,21112.4,85438927.06,3766.862996,1494279936,2.520854965,
Polk,Texas,S. Atlantic and gulf slope,411.449482,9.48,39.00541089,77250.3,312621149.1,12193.91637,2874089984,4.242705149,
Tyler,Texas,S. Atlantic and gulf slope,435.506266,9.48,41.28599402,47298.9,191412026.5,7902.635779,2423529984,3.260795547,
Montogomery,Texas,S. Atlantic and gulf slope,417.450173,9.48,39.5742764,97147.5,393142331.9,15558.32331,2789230080,5.577999254,
Liberty,Texas,S. Atlantic and gulf slope,549.865745,9.48,52.12727263,177647.1,718912943.1,37474.97098,3046980096,12.29905342,
Hardin,Texas,S. Atlantic and gulf slope,419.130396,9.48,39.73356154,33910.5,137231046,5452.678213,2324440064,2.345802887,
Orange,Texas,S. Atlantic and gulf slope,564.395867,9.48,53.50472819,25672.3,103892204,5558.724135,983081024,5.654390635,
Buckingham,Virginia,S. Atlantic and gulf slope,529.200691,9.48,50.16822551,23174.9,93785575.81,4705.055917,1511600000,3.112632917,
Chesterfield,Virginia,S. Atlantic and gulf slope,560.459154,9.48,53.1315278,2756.6,11155574.28,592.7127048,1131580032,0.523792121,
Prince Edward,Virginia,S. Atlantic and gulf slope,518.026177,9.48,49.10888158,7304.3,29559479.5,1451.632978,916441024,1.583989521,
Nottoway,Virginia,S. Atlantic and gulf slope,520.350097,9.48,49.3291892,5732.9,23200243.69,1144.449211,818465024,1.398287254,
Pittsylvania,Virginia,S. Atlantic and gulf slope,517.13527,9.48,49.0244236,60265.2,243884827.3,11956.31308,2534139904,4.718095107,
Cumberland,Virginia,S. Atlantic and gulf slope,518.072691,9.48,49.11329111,9425.3,38142869.56,1873.321856,776473024,2.412603913,
Charlotte,Virginia,S. Atlantic and gulf slope,515.714581,9.48,48.88974228,16314.6,66022902.16,3227.842671,1236739968,2.609960666,
Orange,Virginia,S. Atlantic and gulf slope,590.78344,9.48,56.00627011,20792.3,84143527.18,4712.565111,890038976,5.294785103,
Franklin City,Virginia,S. Atlantic and gulf slope,832.826501,9.48,78.95195229,30605.3,123855364.4,9778.622818,1843110016,5.305501426,
Lunenburg,Virginia,S. Atlantic and gulf slope,500.010659,9.48,47.40101047,9088.2,36778673.05,1743.346267,1119779968,1.556865024,
Mecklenburg,Virginia,S. Atlantic and gulf slope,484.681994,9.48,45.94785303,20782.1,84102249.21,3864.317786,1759469952,2.19629655,
Halifax,Virginia,S. Atlantic and gulf slope,503.019413,9.48,47.68624035,34272.1,138694390.6,6613.814046,2148979968,3.077652721,
Henry,Virginia,S. Atlantic and gulf slope,510.267659,9.48,48.37337407,15074.8,61005605.13,2951.046957,995422976,2.964616076,
Southampton,Virginia,S. Atlantic and gulf slope,872.137637,9.48,82.67864799,4708.8,19055854.37,1575.512275,1560290048,1.009756024,
Bedford,Virginia,S. Atlantic and gulf slope,535.70965,9.48,50.78527482,41436.8,167688928.4,8516.128316,2010429952,4.235973657,
Campbell,Virginia,S. Atlantic and gulf slope,526.416475,9.48,49.90428183,22719.6,91943040.46,4588.351403,1312480000,3.495940055,
Appomattox,Virginia,S. Atlantic and gulf slope,539.837062,9.48,51.17655348,13641.9,55206859.43,2825.296794,868356992,3.253612075,
Amelia,Virginia,S. Atlantic and gulf slope,499.353048,9.48,47.33866895,7905.2,31991237.67,1514.422609,928707968,1.630676878,
Prince George,Virginia,S. Atlantic and gulf slope,829.142954,9.48,78.60275204,1679.1,6795082.626,534.1121947,730145024,0.731515216,
Surry,Virginia,S. Atlantic and gulf slope,866.502622,9.48,82.14444857,2209,8939513.74,734.3314266,733689024,1.000875579,
Souhtampton,Virginia,S. Atlantic and gulf slope,872.137637,9.48,82.67864799,4708.8,19055854.37,1575.512275,1560290048,1.009756024,
Brunswick,Virginia,S. Atlantic and gulf slope,536.537944,9.48,50.86379709,16659.1,67417045.43,3429.086919,1474720000,2.325246094,
Dinwiddie,Virginia,S. Atlantic and gulf slope,566.947816,9.48,53.74665296,8820.8,35696542.69,1918.569692,1313980032,1.460120888,
Sussex,Virginia,S. Atlantic and gulf slope,745.213973,9.48,70.64628464,6093.6,24659946.1,1742.133571,1276259968,1.365030335,
Greensville,Virginia,S. Atlantic and gulf slope,704.687821,9.48,66.80440543,3947.7,15975789.22,1067.2531,768630976,1.388511696,
Autauga,Alabama,S. Atlantic and gulf slope,614.735905,9.48,58.27696379,34321.5,138894305.5,8094.338412,1565360000,5.170911747,
Baldwin,Alabama,S. Atlantic and gulf slope,729.103598,9.48,69.11902109,64505.8,261045941.8,18043.23996,4352679936,4.145317419,
Barbour,Alabama,S. Atlantic and gulf slope,632.756884,9.48,59.9853526,18790.1,76040904.09,4561.340444,2342560000,1.947160561,
Bibb,Alabama,S. Atlantic and gulf slope,500.022039,9.48,47.4020893,20723.2,83863889.15,3975.323562,1622339968,2.450364067,
Bullock,Alabama,S. Atlantic and gulf slope,593.357443,9.48,56.2502856,34811.2,140876052.8,7924.318205,1685100032,4.702580295,
Butler,Alabama,S. Atlantic and gulf slope,535.256807,9.48,50.7423453,36140.2,146254329.8,7421.287703,1619149952,4.583446823,
Chambers,Alabama,S. Atlantic and gulf slope,440.602497,9.48,41.76911672,34877.3,141143550.3,5895.441425,2014560000,2.926416401,
Chilton,Alabama,S. Atlantic and gulf slope,550.989807,9.48,52.2338337,55913.6,226274511.3,11819.18519,1814880000,6.512378336,
Choctaw,Alabama,S. Atlantic and gulf slope,492.740915,9.48,46.71183874,36844.1,149102914.5,6964.871299,2385530112,2.919632523,
Clarke,Alabama,S. Atlantic and gulf slope,478.90881,9.48,45.40055519,24370,98621978.2,4477.492564,3244420096,1.380059435,
Clay,Alabama,S. Atlantic and gulf slope,551.529065,9.48,52.28495536,29450.6,119182455.1,6231.449346,1568960000,3.971706956,
Cleburne,Alabama,S. Atlantic and gulf slope,558.115811,9.48,52.90937888,23878.3,96632137.14,5112.746356,1453529984,3.517468791,
Coffee,Alabama,S. Atlantic and gulf slope,655.183843,9.48,62.11142832,22927.6,92784787.34,5762.995667,1762930048,3.268987147,
Conecuh,Alabama,S. Atlantic and gulf slope,539.605604,9.48,51.15461126,31085.4,125798261.8,6435.161182,1614700032,3.985360162,
Coosa,Alabama,S. Atlantic and gulf slope,529.329855,9.48,50.18047025,24508.6,99182873,4977.043208,2208999936,2.253075307,
Covington,Alabama,S. Atlantic and gulf slope,481.503778,9.48,45.64655815,41073.8,166219918.3,7587.367166,1726080000,4.395721615,
Crenshaw,Alabama,S. Atlantic and gulf slope,582.888544,9.48,55.25783397,28555,115558087.3,6385.489602,2703450112,2.361977968,
Dale,Alabama,S. Atlantic and gulf slope,662.77091,9.48,62.83068227,9985.1,40408301.79,2538.881171,1582279936,1.604571424,
Dallas,Alabama,S. Atlantic and gulf slope,591.685841,9.48,56.09181773,54135.3,219077980.2,12288.48213,2573929984,4.774209946,
Elmore,Alabama,S. Atlantic and gulf slope,576.418196,9.48,54.64444498,41596,168333188.6,9198.473661,1701779968,5.405207391,
Escambia,Alabama,S. Atlantic and gulf slope,572.804817,9.48,54.30189665,27223.6,110170097.9,5982.44527,2467599872,2.424398436,
Fayette,Alabama,S. Atlantic and gulf slope,595.84627,9.48,56.4862264,18648,75465845.28,4262.780822,1630140032,2.614978307,
Franklin,Alabama,S. Atlantic and gulf slope,532.361891,9.48,50.46790727,60153.1,243431174.3,12285.46193,1675069952,7.334297839,
Geneva,Alabama,S. Atlantic and gulf slope,712.015725,9.48,67.49909073,18508.1,74899689.57,5055.660942,1499440000,3.371699396,
Greene,Alabama,S. Atlantic and gulf slope,568.60839,9.48,53.90407537,51047.4,206581681.2,11135.59451,1709139968,6.515320407,
Hale,Alabama,S. Atlantic and gulf slope,541.313227,9.48,51.31649392,73135.4,295968724.8,15188.07727,1699650048,8.936002612,
Henry,Alabama,S. Atlantic and gulf slope,729.702555,9.48,69.17580221,8725.7,35311686.3,2442.714227,1472050048,1.659396181,
Houston,Alabama,S. Atlantic and gulf slope,767.632804,9.48,72.77158982,8765.9,35474370.07,2581.526308,1506290048,1.71383082,
Lamar,Alabama,S. Atlantic and gulf slope,465.017122,9.48,44.08362317,21159.5,85629534.17,3774.860116,1568930048,2.406009191,
Lee,Alabama,S. Atlantic and gulf slope,550.531688,9.48,52.19040402,29653.4,120003158.3,6263.013317,1594950016,3.926777174,
Lowndes,Alabama,S. Atlantic and gulf slope,712.249089,9.48,67.52121364,75702.9,306359037.9,20685.73405,1877990016,11.01482642,
Macon,Alabama,S. Atlantic and gulf slope,591.369783,9.48,56.06185543,25047,101361702.4,5682.525107,1588470016,3.577357489,
Marengo,Alabama,S. Atlantic and gulf slope,497.718879,9.48,47.18374973,69576.2,281565140.7,13285.29913,2544869888,5.220423722,
Marion,Alabama,S. Atlantic and gulf slope,513.238288,9.48,48.6549897,37863.8,153229497.7,7455.379631,1925600000,3.871717715,
Mobile,Alabama,S. Atlantic and gulf slope,566.017885,9.48,53.6584955,50813,205633097.2,11033.96262,3285839872,3.358034186,
Monroe,Alabama,S. Atlantic and gulf slope,557.129457,9.48,52.81587252,27999.7,113310865.9,5984.612251,2679820032,2.233214238,
Montgomery,Alabama,S. Atlantic and gulf slope,639.404337,9.48,60.61553115,92439.7,374090524.3,22675.69583,2071549952,10.94624622,
Perry,Alabama,S. Atlantic and gulf slope,571.718918,9.48,54.19895343,41623.8,168445691.3,9129.580176,1875059968,4.868953704,
Pickens,Alabama,S. Atlantic and gulf slope,588.353319,9.48,55.77589464,49815.7,201597163.7,11244.26216,2304039936,4.880237528,
Pike,Alabama,S. Atlantic and gulf slope,614.337281,9.48,58.23917424,27445.1,111066477.4,6468.419929,1743049984,3.710977877,
Randolph,Alabama,S. Atlantic and gulf slope,496.858825,9.48,47.10221661,47057.2,190433900.4,8969.858826,1512569984,5.930210781,
Russell,Alabama,S. Atlantic and gulf slope,578.205611,9.48,54.81389192,17118.2,69274958.85,3797.230107,1676320000,2.265217922,
Sumter,Alabama,S. Atlantic and gulf slope,508.086964,9.48,48.16664419,94750.1,383440389.7,18469.03682,2364709888,7.810275971,
Tallapoosa,Alabama,S. Atlantic and gulf slope,485.009401,9.48,45.97889121,26775.4,108356295.2,4982.102311,1984880000,2.51002696,
Washington,Alabama,S. Atlantic and gulf slope,480.648278,9.48,45.56545675,32702,132340415.7,6030.151489,2819869952,2.138450209,
Wilcox,Alabama,S. Atlantic and gulf slope,513.341432,9.48,48.66476775,23886.7,96666130.76,4704.234803,2349769984,2.001997998,
Dallas,Arkansas,S. Atlantic and gulf slope,460.949784,9.48,43.69803952,30014.4,121464074.8,5307.741941,1730040064,3.067987876,
Grant,Arkansas,S. Atlantic and gulf slope,423.681914,9.48,40.16504545,35227.1,142559141.9,5725.894414,1639280000,3.492932515,
Sevier,Arkansas,S. Atlantic and gulf slope,489.799107,9.48,46.43295534,83505,337933044.3,15691.22996,1505469952,10.42281178,
Hampstead,Arkansas,S. Atlantic and gulf slope,488.49326,9.48,46.30916105,12250.5,49576058.43,2295.825674,1919689984,1.195935642,
Nevada,Arkansas,S. Atlantic and gulf slope,466.930711,9.48,44.2650314,56662.8,229306418.8,10150.25583,1607529984,6.314193782,
Ouachita,Arkansas,S. Atlantic and gulf slope,441.542347,9.48,41.8582145,19008.7,76925547.68,3219.966075,1916050048,1.680522948,
Calhoun,Arkansas,S. Atlantic and gulf slope,465.212249,9.48,44.10212121,24103.8,97544704.07,4301.928362,1638019968,2.626297875,
Cleveland,Arkansas,S. Atlantic and gulf slope,456.775857,9.48,43.30235124,20927.3,84689853.28,3667.269773,1550790016,2.364775202,
Bradley,Arkansas,S. Atlantic and gulf slope,482.526031,9.48,45.74346774,28042.4,113483666.9,5191.136454,1690989952,3.06988013,
Miller,Arkansas,S. Atlantic and gulf slope,643.704019,9.48,61.023141,103917.9,420541192.8,25662.7445,1651619968,15.53792337,
Lafayette,Arkansas,S. Atlantic and gulf slope,606.78375,9.48,57.5230995,43493.1,176010486.7,10124.66874,1411650048,7.172222855,
Columbia,Arkansas,S. Atlantic and gulf slope,422.1534,9.48,40.02014232,33851.1,136990662.5,5482.385812,1986179968,2.760266391,
Union,Arkansas,S. Atlantic and gulf slope,459.536398,9.48,43.56405053,37204.4,150560998.2,6559.046933,2733860096,2.39918895,
,,,,,,,,,,#DIV/0!,
Nolan,Texas,SW plateaus,130.180564,19.34,25.17692108,30996.5,125438496,3158.155114,2366119936,1.33474008,
Comal,Texas,SW plateaus,276.264895,19.34,53.42963069,11527.4,46649773.96,2492.480195,1489260032,1.673636666,
Hidalgo,Texas,SW plateaus,346.93029,19.34,67.09631809,244719.1,990343937,66448.43181,4102680064,16.19634745,
Hays,Texas,SW plateaus,266.80955,19.34,51.60096697,23961,96966812.46,5003.581287,1761020032,2.8412972,
Kerr,Texas,SW plateaus,240.611586,19.34,46.53428073,1854.5,7504901.87,349.2352105,2867980032,0.121770447,
Mason,Texas,SW plateaus,241.030088,19.34,46.61521902,7700.4,31162440.74,1452.644,2413519872,0.601877787,
Blanco,Texas,SW plateaus,242.239245,19.34,46.84906998,7686.6,31106594.08,1457.315003,1848029952,0.788577588,
San Saba,Texas,SW plateaus,275.920377,19.34,53.36300091,33496.6,135556050.7,7233.677656,2948450048,2.453383146,
DeWitt,Texas,SW plateaus,319.174683,19.34,61.72838369,257784.5,1043217782,64396.1475,2357760000,27.31242684,
Karnes,Texas,SW plateaus,290.033449,19.34,56.09246904,161174.3,652249827.7,36586.30326,1952179968,18.74125535,
Live Oak,Texas,SW plateaus,295.388472,19.34,57.12813048,139847.5,565943253.9,32331.28005,2794480128,11.56969403,
Zapata,Texas,SW plateaus,162.903877,19.34,31.50560981,124360.4,503269128.3,15855.80079,2739630080,5.787569973,
Bee,Texas,SW plateaus,326.572609,19.34,63.15914258,158898.3,643039174.3,40613.8029,2280219904,17.81135356,
Duval,Texas,SW plateaus,305.463469,19.34,59.0766349,145889.1,590392763.2,34878.41772,4650520064,7.499896193,
Kinney,Texas,SW plateaus,185.309719,19.34,35.83889965,32882.6,133071278.6,4769.128202,3536229888,1.348647671,
McMullen,Texas,SW plateaus,225.873403,19.34,43.68391614,60729.8,245764998.4,10735.97758,2994889984,3.584765263,
La Salle,Texas,SW plateaus,215.51682,19.34,41.68095299,94895.4,384028398.4,16006.66962,3866629888,4.139695312,
Webb,Texas,SW plateaus,266.80955,19.34,51.60096697,118734.5,480501898.7,24794.3626,8746579968,2.834749433,
Maverick,Texas,SW plateaus,183.527255,19.34,35.49417112,71053.1,287541948.3,10206.06312,3344389888,3.05169656,
Jim Hogg,Texas,SW plateaus,243.379003,19.34,47.06949918,427683.4,1730774844,81466.70511,2943150080,27.68010563,
Glasscock,Texas,SW plateaus,155.410173,19.34,30.05632746,1080.2,4371418.172,131.388776,2333949952,0.056294599,
Sterling,Texas,SW plateaus,146.589753,19.34,28.35045823,1915.7,7752569.702,219.7889035,2391269888,0.091913048,
Opton,Texas,SW plateaus,,19.34,0,,0,0,,#DIV/0!,
Reagan,Texas,SW plateaus,186.568182,19.34,36.0822864,175.5,710223.93,25.62650325,3046020096,0.00841311,
Irion,Texas,SW plateaus,118.932836,19.34,23.00161048,804.2,3254484.812,74.85839197,2722990080,0.027491247,
Crockett,Texas,SW plateaus,52.943396,19.34,10.23925279,28001.3,113317340.9,1160.284899,7274429952,0.159501831,
Terrell,Texas,SW plateaus,60.75,19.34,11.74905,19686.2,79667295.33,936.0150362,6106650112,0.153277987,
Schleicher,Texas,SW plateaus,117.487654,19.34,22.72211228,88.7,358956.482,8.156249489,3393149952,0.00240374,
Menard,Texas,SW plateaus,209.31876,19.34,40.48224818,239.1,967604.226,39.17079442,2336399872,0.01676545,
Concho,Texas,SW plateaus,144.113173,19.34,27.87148766,412.8,1670543.808,46.56054113,2572689920,0.018098,
McCulloch,Texas,SW plateaus,203.73631,19.34,39.40260235,3748,15167631.28,597.644144,2780780032,0.214919604,
Liano,Texas,SW plateaus,239.961095,19.34,46.40847577,21153.1,85603634.27,3972.734187,2502170112,1.587715467,
Sutton,Texas,SW plateaus,125.289063,19.34,24.23090478,48,194249.28,4.706835808,3764839936,0.001250209,
Kimble,Texas,SW plateaus,190.554973,19.34,36.85333178,646.1,2614676.246,96.35953119,3240979968,0.029731603,
Gillespie,Texas,SW plateaus,303.610768,19.34,58.71832253,8216.1,33249406.45,1952.349372,2749910016,0.709968457,
Val Verde,Texas,SW plateaus,160.329168,19.34,31.00766109,48923.5,197986555.2,6139.100005,8373040128,0.733198445,
Edwards,Texas,SW plateaus,163.63886,19.34,31.64775552,323.8,1310373.268,41.47037283,5493049856,0.007549608,
Real,Texas,SW plateaus,198.05445,19.34,38.30373063,156.1,631714.846,24.1970353,1813400064,0.013343462,
Bandera,Texas,SW plateaus,209.204986,19.34,40.46024429,2755.9,11152741.47,451.2426446,2065699968,0.218445395,
Kendall,Texas,SW plateaus,252.538457,19.34,48.84093758,4755.7,19245652.1,939.9756931,1716550016,0.547595866,
Uvalde,Texas,SW plateaus,191.038907,19.34,36.94692461,3594.8,14547652.33,537.4910139,4037809920,0.133114491,
Medina,Texas,SW plateaus,263.316166,19.34,50.9253465,18374.7,74359838.44,3786.800539,3456339968,1.095609973,
Zavala,Texas,SW plateaus,231.209711,19.34,44.71595811,13353.7,54040554.38,2416.475166,3371620096,0.716710394,
Frio,Texas,SW plateaus,320.995519,19.34,62.08053337,66037.9,267246136,16590.78266,2937590016,5.647752945,
Atascosa,Texas,SW plateaus,296.8423,19.34,57.40930082,200602.9,811811851.9,46605.55081,3163760128,14.73106333,
Wilson ,Texas,SW plateaus,314.451535,19.34,60.81492687,205073.9,829905363,50470.63396,2093449984,24.108832,
Goliad,Texas,SW plateaus,309.410776,19.34,59.84004408,218382,883761380.5,52884.31997,2225349888,23.76449665,
Dimmit,Texas,SW plateaus,161.622357,19.34,31.25776384,55299.5,223789334.6,6995.154171,3456529920,2.023750505,
Jim Wells,Texas,SW plateaus,453.774051,19.34,87.75990146,138896.4,562094285.3,49329.33909,2249540096,21.92863296,
Kleberg,Texas,SW plateaus,331.628258,19.34,64.1369051,149540.6,605169872.5,38813.72268,2351759872,16.5041181,
