,,,,,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,gC/m2/yr ,
County,State,ID,Year,Area m2,Alfalfa,Corn Grain,Corn Silage,Cotton Pima,Cotton Upland,Haylage,Sorghum,Soybeans,Wheat Winter,Wheat Spring Durum,Wheat Excl Duram,Crops Other,Total crops,Hardwood,Softwood,Total Timber,BLM Grazing,USFS Grazing,Grazing Private Land,Total Grazing,Total HANPP Harvest,Alfalfa,Corn Grain,Corn Silage,Cotton Pima,Cotton Upland,Haylage,Sorghum,Soybeans,Wheat Winter,Wheat Spring,Wheat Excl Duram,Crops Other,Total crops,Hardwood,Softwood,Total Timber,USFS Grazing,BLM Grazing,Grazing Private Land,Total Grazing,Total HANPP Harvest,NPP 2012,NPP Percent
PHILLIPS,ARKANSAS,ARKANSAS_PHILLIPS,2012,1884089984,,152978.8,,0,14688.84,,29219.3,230415.5,45937.91,,,,473240.35,11869.5729,540.6596203,12410.23252,,,,0,485650.5825,0,81.19506037,0,0,7.796251838,0,15.50844187,122.2953797,24.38201487,0,0,0,251.1771487,6.299897031,2.86961E-07,6.299897318,,0,,0,257.7640063,317.361741,81.22
PHILLIPS,COLORADO,COLORADO_PHILLIPS,2012,1781900032,5294.348,261354.2,,0,,,704.9325,0,106485.5,,,,373838.9805,,,0,,,,0,373838.9805,2.97118127,146.67164,0,0,0,0,0.39560721,0,59.75952528,0,0,0,209.7979537,,,0,,0,,0,209.7979537,418.850531,50.09
PHILLIPS,KANSAS,KANSAS_PHILLIPS,2012,2316869888,17046.2,25268.12,,0,,,54565.27,9122.96,101576.6,,,,207579.15,239.616468,,239.616468,,,,0,207818.7665,7.357426538,10.90614546,0,0,0,0,23.551288,3.937622931,43.84216849,0,0,0,89.59465142,0.103422497,,0.103422497,,0,,0,89.69807392,894.863607,10.02
PHILLIPS,MONTANA,MONTANA_PHILLIPS,2012,13499100160,64013.48,,,0,,,0,0,83596.54,2068.241,109529.7,,259207.961,,,0,25315.13,,,25315.13,284523.091,4.74205534,0,0,0,0,0,0,0,6.192749073,0.153213249,8.113851938,0,19.2018696,,,0,,1.875319814,,1.875319814,21.07718941,215.494143,9.78
PIATT,ILLINOIS,ILLINOIS_PIATT,2012,1138240000,2576.394,415319,,0,,,0,157630.6,2788.313,,,,578314.307,385.097895,,385.097895,,,,0,578699.4049,2.263489247,364.8782331,0,0,0,0,0,138.4862595,2.449670544,0,0,0,508.0776523,0.338327501,,0.338327501,,0,,0,508.4159798,853.940587,59.54
PICKAWAY,OHIO,OHIO_PICKAWAY,2012,1312039936,,198433.1,,0,,,0,104583.1,20414.45,,,,323430.65,29584.07607,,29584.07607,,,,0,353014.7261,0,151.2401373,0,0,0,0,0,79.71030235,15.5593206,0,0,0,246.5097602,22.54815212,,22.54815212,,0,,0,269.0579123,871.897527,30.86
PICKENS,ALABAMA,ALABAMA_PICKENS,2012,2304039936,,2411.558,,0,383.6288,,0,4652.778,,,,,7447.9648,57935.83887,93245.76251,151181.6014,,,,0,158629.5662,0,1.046665018,0,0,0.16650267,0,0,2.019399893,0,0,0,0,3.23256758,25.14532755,4.04705E-05,25.14536802,,0,,0,68.84844473,639.211408,10.77
PICKENS,GEORGIA,GEORGIA_PICKENS,2012,602569984,,,,0,,,0,0,,,,,0,8386.57638,14940.22751,23326.80389,,,,0,23326.80389,0,0,0,0,0,0,0,0,0,0,0,0,0,13.91801219,2.47942E-05,13.91803698,,0,,0,38.7121903,542.873994,7.13
PICKENS,SOUTH CAROLINA,SOUTH CAROLINA_PICKENS,2012,1326060032,,300.213,,0,,,0,103.5126,181.5855,,,,585.3111,35189.38987,14525.7218,49715.11167,,,,0,50300.42277,0,0.226394728,0,0,0,0,0,0.078060267,0.136936108,0,0,0,0.441391103,26.53680001,0.000010954,26.53681096,,0,,0,37.93223652,588.353319,6.45
PICKETT,TENNESSEE,TENNESSEE_PICKETT,2012,452180000,,657.6168,,0,,,0,95.06473,47.87792,,,,800.55945,18989.60509,871.0627215,19860.66781,,,,0,20661.22726,0,1.454325269,0,0,0,0,0,0.210236477,0.105882436,0,0,0,1.770444182,41.9956767,1.92636E-06,41.99567863,,0,,0,45.69248366,682.651856,6.69
PIERCE,NEBRASKA,NEBRASKA_PIERCE,2012,1488249984,23190.85,421101.4,,0,,,0,102544.3,212.4127,,,,547048.9627,821.542176,,821.542176,,,,0,547870.5049,15.58263077,282.950717,0,0,0,0,0,68.90260447,0.142726492,0,0,0,367.5786787,0.552018938,,0.552018938,,0,,0,368.1306976,474.030509,77.66
PIERCE,WISCONSIN,WISCONSIN_PIERCE,2012,1532550016,59240.54,281063.8,,0,,,0,47555.82,464.0685,,,,388324.2285,10175.14216,432.5276962,10607.66986,,,,0,398931.8984,38.65488198,183.3961679,0,0,0,0,0,31.03051744,0.302808062,0,0,0,253.3843754,6.639354052,2.82227E-07,6.639354334,,0,,0,260.3059569,551.165316,47.23
PIERCE,GEORGIA,GEORGIA_PIERCE,2012,889148032,,14142.61,,0,5914.284,,0,1862.96,2837.398,,,,24757.252,34427.75181,102346.8661,136774.6179,,,,0,161531.8699,0,15.90579914,0,0,6.65163031,0,0,2.095219168,3.191142417,0,0,0,27.84379103,38.71993254,0.000115107,38.72004765,,0,,0,181.6703902,768.318991,23.65
PIERCE,NORTH DAKOTA,NORTH DAKOTA_PIERCE,2012,2803120128,14622.05,70683.02,,0,,,0,73789.4,16821.12,,132124,,308039.59,,,0,2.1229,,,2.1229,308041.7129,5.216347974,25.21583691,0,0,0,0,0,26.32402346,6.000855915,0,47.13461927,0,109.8916835,,,0,,0.000757335,,0.000757335,109.8924409,602.503143,18.24
PIERCE,WASHINGTON,WASHINGTON_PIERCE,2012,4399050240,294.7277,,,0,,,0,0,,,,,294.7277,19948.07096,288832.3838,308780.4548,,,,0,309075.1825,0.06699803,0,0,0,0,0,0,0,0,0,0,0,0.06699803,4.534631312,6.56579E-05,4.53469697,,0,,0,70.25952549,420.990867,16.69
PIKE,ILLINOIS,ILLINOIS_PIKE,2012,2198640128,19459.56,361138.6,,0,,,0,109427.6,8006.775,,,,498032.535,34042.65392,,34042.65392,,,,0,532075.1889,8.850725388,164.2554393,0,0,0,0,0,49.77058256,3.641694199,0,0,0,226.5184414,15.48350432,,15.48350432,,0,,0,242.0019457,508.116042,47.63
PIKE,ARKANSAS,ARKANSAS_PIKE,2012,1590579968,,,,0,,,0,0,168.6924,,,,168.6924,57311.12451,185500.3157,242811.4402,,,,0,242980.1326,0,0,0,0,0,0,0,0,0.106057164,0,0,0,0.106057164,36.03158952,0.000116624,36.03170614,,0,,0,152.761972,565.809235,27.00
PIKE,INDIANA,INDIANA_PIKE,2012,883459968,,45385.94,,0,,,0,34893.99,2649.104,,,,82929.034,7068.685806,2114.579848,9183.265654,,,,0,92112.29965,0,51.37294461,0,0,0,0,0,39.4969679,2.998555787,0,0,0,93.8684683,8.001138775,2.39352E-06,8.001141169,,0,,0,104.2631279,582.70378,17.89
PIKE,OHIO,OHIO_PIKE,2012,1149449984,,25681.55,,0,,,0,11897.02,658.6153,,,,38237.1853,54692.45882,8218.026228,62910.48505,,,,0,101147.6703,0,22.34246845,0,0,0,0,0,10.35018502,0.572983,0,0,0,33.26563646,47.58141684,7.14953E-06,47.58142399,,0,,0,87.9965825,517.731331,17.00
PIKE,GEORGIA,GEORGIA_PIKE,2012,568288000,,,,0,78.82205,,0,964.63,1140.109,,,,2183.56105,8942.828895,33202.50801,42145.33691,,,,0,44328.89796,0,0,0,0,0.138700888,0,0,1.697431584,2.006216918,0,0,0,3.84234939,15.73643803,5.84255E-05,15.73649646,,0,,0,78.00428296,614.337281,12.70
PIKE,ALABAMA,ALABAMA_PIKE,2012,1743049984,,4998.4,,0,2017.653,,0,2612.193,,,,,9628.246,36327.5681,64518.71468,100846.2828,,,,0,110474.5288,0,2.867617134,0,0,1.157541676,0,0,1.498633444,0,0,0,0,5.523792254,20.84138058,3.70148E-05,20.84141759,,0,,0,63.38001193,616.263702,10.28
PIKE,MISSOURI,MISSOURI_PIKE,2012,1773449984,,58119.44,,0,,,410.499,49937.81,14248.02,,,,122715.769,11715.53374,,11715.53374,,,,0,134431.3027,0,32.77196455,0,0,0,0,0.231469172,28.15856689,8.03406926,0,0,0,69.19606987,6.606069438,,6.606069438,,0,,0,75.80213931,832.81994,9.10
PIKE,MISSISSIPPI,MISSISSIPPI_PIKE,2012,1063840000,,686.8089,,0,,,0,0,514.6317,,,,1201.4406,9173.887632,22731.73337,31905.621,,,,0,33107.0616,0,0.645594168,0,0,0,0,0,0,0.483749154,0,0,0,1.129343322,8.62337159,2.13676E-05,8.623392958,,0,,0,31.12033915,565.918433,5.50
PIKE,KENTUCKY,KENTUCKY_PIKE,2012,2043079936,,,,0,,,0,0,,,,,0,69086.56236,,69086.56236,,,,0,69086.56236,0,0,0,0,0,0,0,0,0,0,0,0,0,33.81490912,,33.81490912,,0,,0,33.81490912,623.918447,5.42
PIKE,PENNSYLVANIA,PENNSYLVANIA_PIKE,2012,1468249984,556.5525,3536.339,,0,,,0,727.744,,,,,4820.6355,13050.53978,372.4544051,13422.99419,,,,0,18243.62969,0.379058407,2.408540125,0,0,0,0,0,0.495654015,0,0,0,0,3.283252547,8.888499858,2.53672E-07,8.888500112,,0,,0,12.42542475,558.825956,2.22
PIMA,ARIZONA,ARIZONA_PIMA,2012,23797800960,15327.69,,,33.94361,5663.706,,0,0,,,,,21025.33961,,54.06596203,54.06596203,3061.897,,,3061.897,24141.30257,0.644080099,0,0,0.001426334,0.23799283,0,0,0,0,0,0,0,0.883499263,,2.27189E-09,2.27189E-09,3.292086,0.128663022,,0.128663022,1.014434175,60.447106,1.68
PINAL,ARIZONA,ARIZONA_PINAL,2012,13920300032,359574.5,,,319.8533,61647.2,,0,0,,,,,421541.5533,,414.5057089,414.5057089,4298.011,,,4298.011,426254.07,25.83094468,0,0,0.022977472,4.428582707,0,0,0,0,0,0,0,30.28250485,,2.97771E-08,2.97771E-08,3.292086,0.308758503,,0.308758503,30.62104043,137.585968,22.26
PINE,MINNESOTA,MINNESOTA_PINE,2012,3714830080,29660.38,55193.08,,0,,,0,14701.18,,,,,99554.64,114759.1727,9407.477392,124166.6501,,,,0,223721.2901,7.984316742,14.85749787,0,0,0,0,0,3.957429999,0,0,0,0,26.79924461,30.89217279,2.53241E-06,30.89217532,,0,,0,60.22382862,494.419447,12.18
PINELLAS,FLORIDA,FLORIDA_PINELLAS,2012,850764992,,,,0,,,0,0,,,,,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,,0,0,517.38365,0.00
PIPESTONE,MINNESOTA,MINNESOTA_PIPESTONE,2012,1206790016,21726.08,311163.2,,0,,,0,94154.06,,,2223.748,,429267.088,77.019579,,77.019579,,,,0,429344.1076,18.00319833,257.8436976,0,0,0,0,0,78.02025104,0,0,1.842696717,0,355.7098437,0.063821856,,0.063821856,,0,,0,355.7736656,536.172574,66.35
PISCATAQUIS,MAINE,MAINE_PISCATAQUIS,2012,11337900032,,,,0,,,0,0,,,,,0,355103.0478,198842.5937,553945.6415,,,,0,553945.6415,0,0,0,0,0,0,0,0,0,0,0,0,0,31.32000166,1.75379E-05,31.3200192,,0,,0,48.85786962,537.622868,9.09
PITKIN,COLORADO,COLORADO_PITKIN,2012,2520199936,2779.533,,,0,,,0,0,,,,,2779.533,,132.1612405,132.1612405,257.8403,,,257.8403,3169.534541,1.102901782,0,0,0,0,0,0,0,0,0,0,0,1.102901782,,5.24408E-08,5.24408E-08,2.694457,0.102309462,,0.102309462,1.25765202,246.592521,0.51
PITT,NORTH CAROLINA,NORTH CAROLINA_PITT,2012,1697779968,,30286.47,,0,11061.11,,0,56279.12,29000.15,,,,126626.85,58492.09139,77879.01463,136371.106,,,,0,262997.956,0,17.83886638,0,0,6.515043297,0,0,33.14865357,17.08121815,0,0,0,74.5837814,34.45210362,4.58711E-05,34.45214949,,0,,0,154.9069732,615.188533,25.18
PITTSBURG,OKLAHOMA,OKLAHOMA_PITTSBURG,2012,3568310016,142.9328,1415.291,,0,,,0,226.5805,,,,,1784.8043,282.405123,,282.405123,,,,0,2067.209423,0.040056161,0.396627814,0,0,0,0,0,0.063497986,0,0,0,0,0.500181961,0.079142541,,0.079142541,,0,,0,0.579324502,395.042287,0.15
PITTSYLVANIA,VIRGINIA,VIRGINIA_PITTSYLVANIA,2012,2534139904,3545.609,2310.51,,0,,,0,2158.177,9446.45,,,,17460.746,162459.9653,102935.5844,265395.5497,,,,0,282856.2957,1.399137038,0.911753134,0,0,0,0,0,0.851640826,3.727675013,0,0,0,6.890206011,64.1085226,4.06195E-05,64.10856322,,0,,0,111.6182636,517.13527,21.58
PIUTE,UTAH,UTAH_PIUTE,2012,1984179968,21666.72,,,0,,,0,0,,,,,21666.72,932.792679,3352.089646,4284.882325,965.0405,,,965.0405,26916.64283,10.91973528,0,0,0,0,0,0,0,0,0,0,0,10.91973528,0.470114956,1.68941E-06,0.470116645,3.379791,0.486367424,,0.486367424,13.56562573,295.867991,4.59
PLACER,CALIFORNIA,CALIFORNIA_PLACER,2012,3891290112,,1974.13,,0,,,0,0,1544.903,,,,3519.033,,73169.26861,73169.26861,,,,0,76688.30161,0,0.50732018,0,0,0,0,0,0,0.397015631,0,0,0,0.904335811,,1.88033E-05,1.88033E-05,1.151187,0,,0,19.70768033,421.874987,4.67
PLAQUEMINES,LOUISIANA,LOUISIANA_PLAQUEMINES,2012,3088740096,,,,0,,,0,0,,,,,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,,0,0,1345.116559,0.00
PLATTE,NEBRASKA,NEBRASKA_PLATTE,2012,1772950016,19573.04,631952.2,,0,,,0,140705.1,1203.514,,,,793433.854,1026.92772,222.2711772,1249.198897,,,,0,794683.0529,11.0398149,356.4410696,0,0,0,0,0,79.36213584,0.67882004,0,0,0,447.5218403,0.579219781,1.25368E-07,0.579219906,,0,,0,448.2264281,521.035261,86.03
PLATTE,MISSOURI,MISSOURI_PLATTE,2012,1106339968,,73624.39,,0,,,592.5748,44578.34,1673.566,,,,120468.8708,5870.603466,,5870.603466,,,,0,126339.4743,0,66.54770878,0,0,0,0,0.535617276,40.29352757,1.512704999,0,0,0,108.8895586,5.306328647,,5.306328647,,0,,0,114.1958873,553.490743,20.63
PLATTE,WYOMING,WYOMING_PLATTE,2012,5468649984,88884.88,15134.59,,0,,,0,0,1724.186,,,,105743.656,,,0,1739.558,,,1739.558,107483.214,16.25353246,2.7675185,0,0,0,0,0,0,0.315285492,0,0,0,19.33633645,,,0,3.376521,0.318096423,,0.318096423,19.65443287,236.936924,8.30
PLEASANTS,WEST VIRGINIA,WEST VIRGINIA_PLEASANTS,2012,348492000,,223.6167,,0,,,0,0,,,,,223.6167,6358.394133,228.2785063,6586.672639,,,,0,6810.289339,0,0.641669536,0,0,0,0,0,0,0,0,0,0,0.641669536,18.24545221,6.55047E-07,18.24545287,,0,,0,19.54216837,554.893842,3.52
PLUMAS,CALIFORNIA,CALIFORNIA_PLUMAS,2012,6768459776,,,,0,,,0,0,,,,,0,3525.785172,334740.3929,338266.1781,30.69502,,,30.69502,338296.8731,0,0,0,0,0,0,0,0,0,0,0,0,0,0.520913958,4.94559E-05,0.520963414,1.151187,0.004535008,,0.004535008,49.98136715,263.55179,18.96
PLYMOUTH,IOWA,IOWA_PLYMOUTH,2012,2237449984,24767.12,524387.9,,0,,,0,187178.4,,,,,736333.42,1857.027627,,1857.027627,,,,0,738190.4476,11.06935135,234.3685462,0,0,0,0,0,83.65702087,0,0,0,0,329.0949184,0.829975034,,0.829975034,,0,,0,329.9248935,523.03879,63.08
PLYMOUTH,MASSACHUSETTS,MASSACHUSETTS_PLYMOUTH,2012,1820140032,,,,0,,,0,0,,,,,0,2011.066785,6043.373089,8054.439874,,,,0,8054.439874,0,0,0,0,0,0,0,0,0,0,0,0,0,1.104896739,3.32028E-06,1.104900059,,0,,0,4.425175938,724.074935,0.61
POCAHONTAS,IOWA,IOWA_POCAHONTAS,2012,1498400000,2931.5,665655.5,,0,,,0,171215.4,,,,,839802.4,581.925708,,581.925708,,,,0,840384.3257,1.956420182,444.2441938,0,0,0,0,0,114.2654832,0,0,0,0,560.4660972,0.388364728,,0.388364728,,0,,0,560.8544619,733.736612,76.44
POCAHONTAS,WEST VIRGINIA,WEST VIRGINIA_POCAHONTAS,2012,2439589888,,1020.956,,0,,,0,0,15.38272,,,,1036.33872,86937.98923,2895.532633,89833.52186,,,,0,90869.86058,0,0.41849493,0,0,0,0,0,0,0.006305453,0,0,0,0.424800383,35.63631316,1.18689E-06,35.63631435,28.23245,0,,0,37.24800674,713.766691,5.22
POINSETT,ARKANSAS,ARKANSAS_POINSETT,2012,1977949952,,76149.12,,0,17055.71,,7878.882,225384.8,32811.65,,,,359280.162,616.156632,54.06596203,670.222594,,,,0,359950.3846,0,38.49901254,0,0,8.622922932,0,3.983357613,113.948687,16.58871599,0,0,0,181.6426961,0.311512752,2.73343E-08,0.311512779,,0,,0,181.9815432,641.373675,28.37
POINTE COUPEE,LOUISIANA,LOUISIANA_POINTE COUPEE,2012,1530040064,,33578.62,,0,1561.979,,3076.936,93978.47,,,,,132196.005,145044.9827,931.1360127,145976.1187,,,,0,278172.1237,0,21.94623578,0,0,1.020874575,0,2.011016621,61.42222822,0,0,0,0,86.4003552,94.79815995,6.0857E-07,94.79816056,,0,,0,181.8070848,761.613952,23.87
POLK,NEBRASKA,NEBRASKA_POLK,2012,1141319936,11791.96,458719.2,,0,,,0,108853.4,871.98,,,,580236.54,1548.949311,300.3664557,1849.315767,,,,0,582085.8558,10.33186193,401.9199048,0,0,0,0,0,95.37500973,0.764010136,0,0,0,508.3907866,1.357156098,2.63175E-07,1.357156361,,0,,0,510.0111173,645.774924,78.98
POLK,IOWA,IOWA_POLK,2012,1532070016,7178,288853.6,,0,,,0,84087.63,,,,,380119.23,14308.52623,,14308.52623,,,,0,394427.7562,4.685164467,188.5381197,0,0,0,0,0,54.88497857,0,0,0,0,248.1082627,9.339342251,,9.339342251,,0,,0,257.4476049,503.5421,51.13
POLK,MINNESOTA,MINNESOTA_POLK,2012,5173989888,40874.77,263764.4,,0,,,0,249689.1,,,433469.4,,987797.67,15900.2642,138.1685696,16038.43277,,,,0,1003836.103,7.900048296,50.9789168,0,0,0,0,0,48.25852106,0,0,83.7785557,0,190.9160419,3.073114664,2.67045E-08,3.073114691,,0,,0,194.015861,430.089556,45.11
POLK,NORTH CAROLINA,NORTH CAROLINA_POLK,2012,617628992,,400.4493,,0,,,0,849.912,408.7406,,,,1659.1019,56506.69779,15883.37818,72390.07597,,,,0,74049.17787,0,0.648365451,0,0,0,0,0,1.376088252,0.661789853,0,0,0,2.686243556,91.48971069,2.57167E-05,91.48973641,,0,,0,119.8926521,411.449482,29.14
POLK,OREGON,OREGON_POLK,2012,1926880000,1950.549,,,0,,,0,0,44577.14,,,,46527.689,20624.13171,213224.1396,233848.2713,,,,0,280375.9603,1.012283588,0,0,0,0,0,0,0,23.13436229,0,0,0,24.14664587,10.70338148,0.000110658,10.70349214,,0,,0,145.5077432,509.774987,28.54
POLK,WISCONSIN,WISCONSIN_POLK,2012,2476790016,44640.98,184355.8,,0,,,0,28575.86,806.1274,,,,258378.7674,51303.59735,2589.158848,53892.7562,,,,0,312271.5236,18.02372414,74.43335883,0,0,0,0,0,11.53745768,0.325472646,0,0,0,104.3200133,20.71374522,1.04537E-06,20.71374627,,0,,0,126.0791272,595.117757,21.19
POLK,TEXAS,TEXAS_POLK,2012,2874089984,,,,0,,,0,0,,,,,0,40709.12637,168703.8235,209412.9499,,,,0,209412.9499,0,0,0,0,0,0,0,0,0,0,0,0,0,14.16417948,5.86982E-05,14.16423818,,0,,0,72.86234983,573.466092,12.71
POLK,ARKANSAS,ARKANSAS_POLK,2012,2233299968,,,,0,,,0,0,,,,,0,41291.05208,98219.83101,139510.8831,,,,0,139510.8831,0,0,0,0,0,0,0,0,0,0,0,0,0,18.488807,4.39797E-05,18.48885098,,0,,0,62.46849285,504.658626,12.38
POLK,GEORGIA,GEORGIA_POLK,2012,808460992,,2157.435,,0,,,0,1484.453,382.3196,,,,4024.2076,14676.50867,10909.30967,25585.81834,,,,0,29610.02594,0,2.66857031,0,0,0,0,0,1.836146722,0.472898017,0,0,0,4.977615049,18.15363859,1.34939E-05,18.15365208,,0,,0,36.62517578,498.65778,7.34
POLK,TENNESSEE,TENNESSEE_POLK,2012,1145849984,,4008.106,,0,,,0,930.1233,634.4835,,,,5572.7128,19562.97307,10488.79663,30051.7697,,,,0,35624.4825,0,3.497932588,0,0,0,0,0,0.811732175,0.553723008,0,0,0,4.863387771,17.07289204,9.15373E-06,17.07290119,,0,,0,31.09000567,666.973257,4.66
POLK,MISSOURI,MISSOURI_POLK,2012,1663890048,,1415.977,,0,,,84.95018,2527.465,3603.162,,,,7631.55418,14034.67884,378.4617342,14413.14057,,,,0,22044.69475,0,0.851003948,0,0,0,0,0.051055164,1.519009626,2.165504869,0,0,0,4.586573608,8.434859537,2.27456E-07,8.434859764,,0,,0,13.24888912,563.898166,2.35
POLK,FLORIDA,FLORIDA_POLK,2012,5207059968,,,,0,,,0,0,,,,,0,761.638059,10134.36422,10896.00228,,,,0,10896.00228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146270268,1.94627E-06,0.146272214,,0,,0,2.092544036,534.584785,0.39
PONDERA,MONTANA,MONTANA_PONDERA,2012,4253540096,46526.09,,,0,,,0,0,89954.16,10295.16,99045.52,,245820.93,,264.322481,264.322481,7.3485,,,7.3485,246092.601,10.93820417,0,0,0,0,0,0,0,21.14806913,2.420374504,23.28543231,0,57.79208011,,6.21418E-08,6.21418E-08,2.986764,0.00172762,,0.00172762,57.8559495,298.442644,19.39
PONTOTOC,MISSISSIPPI,MISSISSIPPI_PONTOTOC,2012,1297570048,,6803.128,,0,1796.932,,502.0728,22508.98,1092.814,,,,32703.9268,15361.12715,20941.54929,36302.67644,,,,0,69006.60324,0,5.242975522,0,0,1.384843926,0,0.386933099,17.34702495,0.84220039,0,0,0,25.20397789,11.83837988,1.61391E-05,11.83839602,,0,,0,53.18140885,399.507485,13.31
PONTOTOC,OKLAHOMA,OKLAHOMA_PONTOTOC,2012,1878179968,402.8308,,,0,,,0,0,38.54106,,,,441.37186,,,0,,,,0,441.37186,0.21447934,0,0,0,0,0,0,0,0.02052043,0,0,0,0.23499977,,,0,,0,,0,0.23499977,754.772658,0.03
POPE,MINNESOTA,MINNESOTA_POPE,2012,1857580032,26359.43,435271.5,,0,,,0,98785.88,,,13558.9,,573975.71,6923.204379,6.007329114,6929.211708,,,,0,580904.9217,14.19019883,234.3218018,0,0,0,0,0,53.17987828,0,0,7.299227902,0,308.9911068,3.727001938,3.23395E-09,3.727001941,,0,,0,312.7213427,452.734458,69.07
POPE,ARKANSAS,ARKANSAS_POPE,2012,2151520000,,,,0,,,0,0,,,,,0,22943.27681,37798.11478,60741.39159,,,,0,60741.39159,0,0,0,0,0,0,0,0,0,0,0,0,0,10.66375251,1.75681E-05,10.66377008,0.578457,0,,0,28.23185078,575.392928,4.91
POPE,ILLINOIS,ILLINOIS_POPE,2012,970454016,820.5093,10007.96,,0,,,897.4277,9620.108,592.9594,,,,21938.9644,1720.103931,,1720.103931,,,,0,23659.06833,0.845490138,10.31265762,0,0,0,0,0.924750359,9.912997258,0.611012361,0,0,0,22.60690773,1.772473402,,1.772473402,,0,,0,24.37938114,729.890632,3.34
POQUOSON,VIRGINIA,VIRGINIA_POQUOSON,2012,52835700,,,,0,,,0,0,,,,,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,,0,0,808.360656,0.00
PORTAGE,WISCONSIN,WISCONSIN_PORTAGE,2012,2131100032,24482.35,87128.09,,0,,,0,10570.27,275.1789,,,,122455.8889,37106.32162,18814.95478,55921.2764,,,,0,178377.1653,11.48812802,40.88409211,0,0,0,0,0,4.960006495,0.129125285,0,0,0,57.46135191,17.41181599,8.82875E-06,17.41182482,,0,,0,83.70192043,777.572025,10.76
PORTAGE,OHIO,OHIO_PORTAGE,2012,1305469952,,42337.72,,0,,,0,24294.14,2385.683,,,,69017.543,17663.15678,126.1539114,17789.31069,,,,0,86806.85369,0,32.43101837,0,0,0,0,0,18.60949765,1.827451483,0,0,0,52.8679675,13.53011362,9.66349E-08,13.53011372,,0,,0,66.49471599,704.346149,9.44
PORTER,INDIANA,INDIANA_PORTER,2012,1088920064,5839.826,246714.3,,0,,,0,70831.36,4341.677,,,,327727.163,9832.832919,,9832.832919,,,,0,337559.9959,5.362951968,226.5678705,0,0,0,0,0,65.04734584,3.987140235,0,0,0,300.9653085,9.029894153,,9.029894153,,0,,0,309.9952027,640.254062,48.42
PORTSMOUTH,VIRGINIA,VIRGINIA_PORTSMOUTH,2012,101798000,,,,0,,,0,0,,,,,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,,0,0,463.564103,0.00
POSEY,INDIANA,INDIANA_POSEY,2012,1086339968,1414.233,157786.2,,0,,,0,72406.03,44906.69,,,,276513.153,5151.754062,,5151.754062,,,,0,281664.9071,1.301832798,145.2456916,0,0,0,0,0,66.65135421,41.33760271,0,0,0,254.5364813,4.742303711,,4.742303711,,0,,0,259.2787851,940.027867,27.58
POTTAWATOMIE,KANSAS,KANSAS_POTTAWATOMIE,2012,2231689984,11838.48,71643.09,,0,,,2531.283,35809.75,7320.999,,,,129143.602,1420.583346,,1420.583346,,,,0,130564.1853,5.304715299,32.10261753,0,0,0,0,1.134244908,16.04602353,3.280473118,0,0,0,57.86807439,0.636550487,,0.636550487,,0,,0,58.50462487,380.499364,15.38
POTTAWATOMIE,OKLAHOMA,OKLAHOMA_POTTAWATOMIE,2012,2054850048,3272.87,5236.22,,0,,,92.98592,537.4659,4169.155,,,,13308.69682,,,0,,,,0,13308.69682,1.592753692,2.548224872,0,0,0,0,0.045251925,0.26155967,2.028933938,0,0,0,6.476724096,,,0,,0,,0,6.476724096,382.657757,1.69
POTTAWATTAMIE,IOWA,IOWA_POTTAWATTAMIE,2012,2483640064,16911.15,710282.2,,0,,,0,173591.5,,,,,900784.85,61196.33438,6.007329114,61202.34171,,,,0,961987.1917,6.80901804,285.9843543,0,0,0,0,0,69.89398444,0,0,0,0,362.6873568,24.63977581,2.41876E-09,24.63977581,,0,,0,387.3295514,605.158098,64.00
POTTER,SOUTH DAKOTA,SOUTH DAKOTA_POTTER,2012,2327049984,6978.913,197965.9,,0,,,0,38616.98,77609.63,,73740.79,,394912.213,68.461848,,68.461848,,,,0,394980.6748,2.999038718,85.07161486,0,0,0,0,0,16.59482188,33.35107992,0,31.68852861,0,169.705084,0.029420016,,0.029420016,,0,,0,169.734504,371.396368,45.70
POTTER,PENNSYLVANIA,PENNSYLVANIA_POTTER,2012,2801740032,7440.163,8174.051,,0,,,0,1198.987,1913.673,,,,18726.874,86022.31201,76022.74994,162045.062,,,,0,180771.936,2.655550806,2.917490883,0,0,0,0,0,0.427943702,0.683030181,0,0,0,6.684015571,30.70317411,2.71341E-05,30.70320124,,0,,0,64.52130957,198.877308,32.44
